GRTS_ID,frame_id
11029,3350
11052,7094
11067,9511
11073,3234
11081,3747
11109,6059
11128,1402
11138,6588
11140,7722
11170,7095
11172,8117
11233,2713
11241,1929
11243,9771
11245,3086
11268,1009
11272,6960
11285,2568
11292,8503
11305,3354
11309,2310
11317,3751
11349,5816
11385,5553
11394,6446
11396,7464
11413,5676
11431,9513
11451,9646
11453,1804
11461,2838
11465,3217
11492,7093
11493,2199
11501,3096
11507,9121
11509,3364
11513,2461
11521,4007
11525,5543
11549,6191
11568,1661
11585,4519
11610,7355
11612,7987
11649,3362
11657,2052
11661,3608
11673,2715
11681,2056
11683,9638
